company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,5.1,count,other,text,5.1,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,12.5,count,other,text,12.5,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,9.8,count,other,text,9.8,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,22.5 M,count,other,text,22.5 M,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,4.3,count,other,text,4.3,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"5,389.4",count,2026-01-01 to 2026-03-31,text,"5,389.4",LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"11,150.7",count,2026-01-01 to 2026-03-31,text,"11,150.7",LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,389.4,count,2026-01-01 to 2026-03-31,text,389.4,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,65.7,count,2019-01-01 to 2019-12-31,html_table,65.7,MEDIUM,unknown,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,108.9,count,2020-01-01 to 2020-12-31,html_table,108.9,MEDIUM,unknown,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,115.20,count,2020-06-30,html_table,115.20,MEDIUM,unknown,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,111.70,count,2021-06-30,html_table,111.70,MEDIUM,unknown,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"$14,135.6",currency,other,text,"$14,135.6",LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"$62,978.5",currency,other,text,"$62,978.5",LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"$33,421.5",currency,2026-01-01 to 2026-03-31,text,"$33,421.5",MEDIUM,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,"$102,034.8",currency,2026-01-01 to 2026-03-31,text,"$102,034.8",MEDIUM,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,$65.7,currency,other,text,$65.7,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,$108.9,currency,other,text,$108.9,LOW,cover,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,$115.2,currency,other,text,$115.2,LOW,mda,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_revenue_per_customer,$111.7,currency,other,text,$111.7,LOW,mda,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_monthly_active_users,11.7,count,2020-01-01 to 2020-12-31,html_table,11.7,MEDIUM,unknown,False,,
"Robinhood Markets, Inc.",HOOD,2021-10-08,cm_monthly_active_users,10.2,count,2020-06-30,html_table,10.2,MEDIUM,unknown,False,,
