company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
CURV,CURV,2021-06-30,cm_customers_period_end,3.4 million,count,2021-05-01,text,3.4 million,"and intimates market. Further, the number of women in this size range is growing fastest among women under 45 as well as women with higher incomes, according to U.S. government agencies. Based on our","active customers as of May 1, 2021, we believe Torrid is less than 4% penetrated among U.S. plus-size women and has a significant opportunity to expand share in this growing market.",,,MEDIUM,mda,False,,
CURV,CURV,2021-06-30,cm_customers_period_end,3.2 million,count,other,text,3.2 million,"assionate Customer. We form long-standing relationships with our customers, who are empowered by their Torrid experience and reward us with their loyalty. In 2020, 2.9 million out of our approximately","active customers were members of our loyalty program, accounting for 95% of net sales. Members of the top two tiers of our loyalty program, Torrid VIP and Loyalist, are our most loyal customers who pu",,,LOW,mda,False,,
CURV,CURV,2021-06-30,cm_customers_period_end,2.9 million,count,other,text,2.9 million,"A Deep Connection to Our Loyal and Passionate Customer. We form long-standing relationships with our customers, who are empowered by their Torrid experience and reward us with their loyalty. In 2020,","out of our approximately 3.2 million active customers were members of our loyalty program, accounting for 95% of net sales. Members of the top two tiers of our loyalty program, Torrid VIP and Loyalist",,,LOW,mda,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.4 million,count,2020-05-02,html_table,3.4 million,,,"Total active customers grew 11% year-over-year from 3.0 million in 2018 to 3.4 million in 2019. In 2020, total
active customers declined by 5% to 3.2 million, as a number of customers held off on making purchases in 2020. Total active customers grew 6% year-over-year from 3.2 million as of May 2, 2020 to 3.4 million as of May 1, 2021;",,MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.0 million,count,2020-05-02,html_table,3.0 million,,,"Total active customers grew 11% year-over-year from 3.0 million in 2018 to 3.4 million in 2019. In 2020, total
active customers declined by 5% to 3.2 million, as a number of customers held off on making purchases in 2020. Total active customers grew 6% year-over-year from 3.2 million as of May 2, 2020 to 3.4 million as of May 1, 2021;",,MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.4,count,2019-03-01 to 2020-02-01,html_table,3.4,,,"Fiscal Year Ended > February 1,2020 > (dollars in thousands, except where noted)",Active customers (# in millions),MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.4,count,2021-03-01 to 2021-05-01,html_table,3.4,,,"Three Months Ended > May 1, 2021 > (dollars in thousands, except where noted)",Active customers (# in millions),MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.2,count,2020-02-01 to 2021-01-30,html_table,3.2,,,"Fiscal Year Ended > January 30,2021 > (dollars in thousands, except where noted)",Active customers (# in millions),MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.0,count,2018-03-01 to 2019-02-02,html_table,3.0,,,"Fiscal Year Ended > February 2,2019 > (dollars in thousands, except where noted)",Active customers (# in millions),MEDIUM,unknown,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.4 million,count,2021-05-01,text,3.4 million,"temporary store closures due to the COVID-19 pandemic during the three months ended May 2, 2020. Active customers increased 0.2 million, or 6.5%, to","as of May 1, 2021, from 3.2 million as of May 2, 2020. Net sales per active customer increased by 14% from $291 as of May 2, 2020 to $331 as of May 1, 2021. The total number of stores we operate incre",,,MEDIUM,mda,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.2 million,count,2021-05-01,text,3.2 million,"temporary store closures due to the COVID-19 pandemic during the three months ended May 2, 2020. Active customers increased 0.2 million, or 6.5%, to 3.4 million as of May 1, 2021, from","as of May 2, 2020. Net sales per active customer increased by 14% from $291 as of May 2, 2020 to $331 as of May 1, 2021. The total number of stores we operate increased by 1 store, or 0.1%, to 608 sto",,,MEDIUM,mda,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,3.2 million,count,2020-05-02,text,3.2 million,"to 3.4 million in 2019. In 2020, total active customers declined by 5% to 3.2 million, as a number of customers held off on making purchases in 2020. Total active customers grew 6% year-over-year from","as of May 2, 2020 to 3.4 million as of May 1, 2021; • Net sales grew 14% year-over-year from $909 million in 2018 to $1,037 million in 2019. In 2020, net sales declined 6% year-over-year to $974 milli",,,LOW,cover,False,,
CURV,CURV,2021-06-30,cm_active_customers_total,"1,202",count,2020-02-01,text,"1,202",djusted EBITDA margin(4) 11 % 13 % 10 % (5 %) 23 % Comparable sales 10 % 13 % (7 %) (38 %) 108 % Active customers (# in millions) 3.0 3.4 3.2 3.2 3.4 Store count (#) 577 607 608 607 608 As of February,"0 January 30,2021 May 1,2021 (dollars in thousands) Balance Sheet Data: Cash and cash equivalents $ 28,804 $ 122,953 $ 190,782 Total current assets 164,013 242,143 319,974 Total current liabilities 18",,,LOW,cover,False,,
CURV,CURV,2021-06-30,cm_revenue_per_customer,$331,currency,2020-05-02,text,$331,"0. Active customers increased 0.2 million, or 6.5%, to 3.4 million as of May 1, 2021, from 3.2 million as of May 2, 2020. Net sales per active customer increased by 14% from $291 as of May 2, 2020 to","as of May 1, 2021. The total number of stores we operate increased by 1 store, or 0.1%, to 608 stores as of May 1, 2021, from 607 stores as of May 2, 2020.",,,MEDIUM,mda,False,,
CURV,CURV,2021-06-30,cm_revenue_per_customer,$291,currency,2020-05-02,text,$291,"ee months ended May 2, 2020. Active customers increased 0.2 million, or 6.5%, to 3.4 million as of May 1, 2021, from 3.2 million as of May 2, 2020. Net sales per active customer increased by 14% from","as of May 2, 2020 to $331 as of May 1, 2021. The total number of stores we operate increased by 1 store, or 0.1%, to 608 stores as of May 1, 2021, from 607 stores as of May 2, 2020.",,,MEDIUM,mda,False,,
CURV,CURV,2021-06-30,cm_revenue_per_customer,$308,currency,other,text,$308,"order value. Active customers increased 0.4 million, or 11%, to 3.4 million at the end of 2019, from 3.0 million at the end of 2018. Net sales per active customer increased by 3% from $299 in 2018 to","in 2019. Comparable sales increased 12.8%. The total number of stores we operate increased by 30 stores, or 5.2%, to 607 stores at the end of 2019, from 577 stores at the end of 2018.",,,LOW,mda,False,,
CURV,CURV,2021-06-30,cm_revenue_per_customer,$299,currency,other,text,$299,"owth in average order value. Active customers increased 0.4 million, or 11%, to 3.4 million at the end of 2019, from 3.0 million at the end of 2018. Net sales per active customer increased by 3% from","in 2018 to $308 in 2019. Comparable sales increased 12.8%. The total number of stores we operate increased by 30 stores, or 5.2%, to 607 stores at the end of 2019, from 577 stores at the end of 2018.",,,LOW,mda,False,,
